Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,band_gap
20.444444444444443,69.55555555555556,43.553844444444444,478.8511111111111,12.444444444444445,3.4444444444444446,129.33333333333334,2.533333333333333,1.6666666666666667,3.3333333333333335,0.7777777777777778,0.0,5.777777777777778,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,34.07870370371111,1.662,0.0,115.11111111111111,0.0
18.666666666666668,51.333333333333336,39.78117709333333,460.2833333333333,9.333333333333334,3.3333333333333335,131.66666666666666,1.5899999999999999,1.6666666666666667,1.0,3.3333333333333335,0.0,6.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333,21.924523809500002,0.5416666666666666,0.0,141.66666666666666,0.9098999999999999
42.0,32.666666666666664,99.51186666666666,449.1933333333333,6.0,5.0,192.66666666666666,1.2466666666666668,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,72.06944444443333,0.15466666666666667,0.0,203.33333333333334,1.8947
39.875,81.375,97.01523375000001,433.10625,14.25,3.875,111.0,2.7125,2.0,3.375,3.75,5.0,14.125,0.0,1.875,0.0,0.25,2.125,21.990000000000002,0.13275,0.0,41.25,1.4005999999999998
36.22222222222222,71.0,83.63384444444445,478.8066666666667,12.666666666666666,4.222222222222222,140.22222222222223,2.408888888888889,1.6666666666666667,3.3333333333333335,7.666666666666667,1.5555555555555556,14.222222222222221,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,1.1111111111111112,37.56814814815555,0.9713333333333334,0.0,118.55555555555556,1.3266
6.363636363636363,34.81818181818182,13.606263636363638,468.57636363636357,6.545454545454546,2.1818181818181817,108.27272727272727,1.7909090909090908,1.3636363636363635,1.0909090909090908,0.45454545454545453,0.0,2.909090909090909,0.6363636363636364,1.0909090909090908,0.45454545454545453,0.0,2.1818181818181817,15.438636363618183,2.340727272727273,0.0,216.27272727272728,1.4398
56.75,38.25,140.37419232,459.87749999999994,6.75,5.25,161.25,1.455,1.75,0.0,5.0,7.0,13.75,0.25,0.0,0.0,0.0,0.25,35.827126436775,0.0,0.0,197.5,0.0
28.8,84.6,66.31041239999999,411.87600000000003,15.2,3.6,113.4,2.31,2.0,3.2,2.0,2.8,10.0,0.0,2.8,0.0,0.0,2.8,25.368172619040003,1.6461999999999999,0.0,81.2,1.7792999999999997
11.625,14.875,27.1679375,449.20125,3.25,2.5625,130.625,1.13,1.1875,0.1875,1.875,0.0,3.25,0.8125,0.9375,0.0,0.0,1.75,18.030833333306248,0.0,0.0,212.125,0.0
27.75,75.25,62.65025,452.2,13.5,3.75,126.75,2.6550000000000002,2.0,3.75,0.0,1.0,6.75,0.0,0.75,0.0,2.5,3.25,27.075625,1.8697499999999998,0.0,96.5,4.2997000000000005
13.272727272727273,71.72727272727273,28.521446545454545,439.2081818181819,13.272727272727273,2.5454545454545454,90.72727272727273,2.798181818181818,1.9090909090909092,3.090909090909091,1.9090909090909092,0.0,6.909090909090909,0.09090909090909091,1.8181818181818181,0.8181818181818182,0.0,2.727272727272727,13.355757575754545,0.0,5.772727272727273e-07,76.27272727272727,3.4715
16.0,60.25,33.660775,450.97499999999997,11.0,3.0,116.75,2.4,1.5,2.0,2.5,0.0,6.0,0.5,1.0,0.0,0.0,1.5,25.596666666675,0.0,0.0,119.5,0.8873
34.4,71.6,79.38449038,404.398,10.8,4.2,149.0,2.1959999999999997,1.8,3.0,6.0,0.0,10.8,0.2,0.6,0.0,0.0,0.8,45.419,0.8742000000000001,0.0,123.0,4.0464
23.0,63.25,50.67006732,424.31,11.5,3.5,129.375,1.97875,1.75,2.25,2.5,0.0,6.5,0.25,1.5,0.0,0.0,1.75,26.801770833325,1.101,0.0,134.125,1.9251
27.333333333333332,65.33333333333333,62.17413439999999,456.43333333333334,12.0,3.6666666666666665,124.0,2.6300000000000003,2.0,3.3333333333333335,3.3333333333333335,0.0,8.666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,31.139166666666664,1.1423333333333334,0.0,101.33333333333333,5.0036
19.2,70.2,43.17747772,460.3740000000001,12.8,3.0,104.4,2.612,2.0,2.6,0.0,0.6,5.2,0.0,2.2,0.0,2.2,4.4,15.894,0.0,0.0,91.0,4.221299999999999
62.666666666666664,91.0,153.66964666666667,458.1033333333333,16.0,5.333333333333333,141.33333333333334,2.5500000000000003,2.0,4.0,10.0,4.666666666666667,20.666666666666668,0.0,2.0,0.0,0.0,2.0,38.04666666666667,0.7080000000000001,0.0,117.66666666666667,2.4334
7.333333333333333,30.0,15.315666666666665,431.91333333333336,6.0,2.3333333333333335,120.33333333333333,1.5133333333333334,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,19.6578472222,0.734,0.0,176.0,3.5385
37.75,81.5,91.34957625,423.975,14.25,3.75,108.75,2.7512499999999998,2.0,3.375,3.75,5.125,14.25,0.0,1.875,0.0,0.125,2.0,20.1975,0.182125,0.0,41.25,1.4283000000000001
23.0,47.5,52.465040975,556.2975,9.0,3.5,136.5,2.2575000000000003,1.75,2.0,0.25,0.0,4.0,0.25,1.0,2.25,0.0,3.5,39.0525,0.0,1.5875e-06,111.75,2.9579999999999997
23.0,78.5,48.7225,540.52,14.0,3.5,113.5,2.115,2.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,19.8734375,1.101,0.0,132.0,1.9964
50.4,61.8,119.31979999999999,543.8,10.8,5.2,156.6,1.6019999999999999,2.0,0.8,8.0,0.0,10.8,0.0,4.0,0.0,0.0,4.0,32.126,0.0,0.0,157.0,0.0
18.0,65.0,36.99466666666667,486.06666666666666,12.0,3.3333333333333335,126.66666666666667,2.44,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,28.921666666666667,1.662,0.0,117.66666666666667,5.582800000000001
30.25,53.25,71.1814,548.015,9.0,3.75,135.25,2.235,1.75,2.0,0.0,3.0,6.75,0.25,1.0,0.0,0.5,1.75,34.879375,0.0,0.0,111.75,3.6779
12.0,72.5,25.4877804,493.625,13.5,2.5,85.25,3.3249999999999997,2.0,3.75,0.25,0.0,6.0,0.0,0.75,2.25,0.0,3.0,12.839375,1.4775,1.5875e-06,59.75,6.11
35.333333333333336,61.333333333333336,88.68077,511.3666666666666,11.0,3.6666666666666665,112.66666666666667,2.486666666666667,2.0,2.0,0.3333333333333333,1.0,5.333333333333333,0.0,2.0,3.0,3.6666666666666665,8.666666666666666,16.520833333333332,4.291333333333333,0.0,150.33333333333334,0.7736000000000001
58.0,41.25,142.29244232,553.1274999999999,7.0,5.25,157.25,1.52125,1.75,0.0,5.0,8.25,15.0,0.25,0.0,0.0,2.25,2.5,28.390251436775003,0.0,0.0,188.75,0.0
28.857142857142858,62.142857142857146,65.65985768571429,495.6542857142857,10.857142857142858,4.0,147.85714285714286,2.2685714285714287,1.5714285714285714,2.857142857142857,0.7142857142857143,0.0,5.142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.0,1.7142857142857142,48.67285714285714,1.4245714285714286,0.0,134.71428571428572,0.0
26.0,38.0,61.25075,501.66999999999996,7.0,3.5,134.75,1.4024999999999999,1.5,0.5,5.0,0.0,7.0,0.5,1.0,0.0,0.0,1.5,21.491666666649998,0.0,0.0,198.25,0.0
16.4,48.2,33.777759999999994,502.13199999999995,8.8,3.2,132.4,2.086,1.6,1.6,1.6,0.0,4.8,0.4,0.8,0.4,0.0,1.6,34.94866666668,0.0,0.11907894000000001,141.4,2.9074
8.222222222222221,36.888888888888886,17.30130955555556,545.2611111111112,7.111111111111111,2.4444444444444446,119.11111111111111,1.4855555555555557,1.4444444444444444,1.2222222222222223,0.0,0.0,2.6666666666666665,0.5555555555555556,1.4444444444444444,0.0,0.0,2.0,19.01304232801111,0.6275555555555555,0.0,153.11111111111111,1.2765
5.428571428571429,48.0,11.376028571428572,553.3528571428571,9.142857142857142,2.0,95.14285714285714,2.185714285714286,1.5714285714285714,1.8571428571428572,0.0,0.0,3.4285714285714284,0.42857142857142855,1.5714285714285714,0.0,0.0,2.0,12.038214285699999,0.21771428571428572,0.0,127.0,5.1566
55.5,40.0,137.2571625,531.5825,7.0,5.0,148.75,1.5274999999999999,1.75,0.0,5.0,7.75,14.5,0.25,0.0,0.0,2.75,3.0,25.685876436774997,0.0,0.0,188.75,0.0
30.0,65.66666666666667,66.62866666666666,548.8666666666667,12.0,4.0,138.66666666666666,2.3066666666666666,2.0,3.3333333333333335,6.666666666666667,0.0,12.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,32.24333333333333,0.9713333333333334,0.0,117.66666666666667,4.7449
22.75,21.0,57.00575,490.41999999999996,4.25,3.0,132.5,1.3175,1.25,0.5,2.5,3.5,7.75,0.75,1.0,0.0,0.0,1.75,19.472499999975,0.0,0.0,228.0,0.0
47.8,71.2,113.91680418000001,487.26399999999995,12.6,4.8,148.0,2.4419999999999997,1.6,3.0,8.0,2.8,15.4,0.4,0.6,0.0,0.0,1.0,44.181,0.8742000000000001,0.0,129.2,0.709
34.5,63.75,82.966,550.48,11.5,4.0,131.5,1.7475,1.75,2.25,7.5,0.0,11.5,0.25,2.25,0.0,0.0,2.5,26.244374999974998,0.232,0.0,149.25,1.9666000000000001
18.0,76.45454545454545,39.881890909090906,539.8218181818182,13.272727272727273,2.909090909090909,96.0,2.7927272727272725,2.0,2.5454545454545454,2.3636363636363638,0.0,6.909090909090909,0.0,1.2727272727272727,1.2727272727272727,0.0,2.5454545454545454,11.70409090909091,0.0,0.0,84.54545454545455,2.5957
9.727272727272727,37.27272727272727,20.440367727272726,526.78,7.0,2.5454545454545454,120.63636363636364,1.6136363636363635,1.4545454545454546,1.4545454545454546,0.45454545454545453,0.0,3.3636363636363638,0.5454545454545454,0.7272727272727273,0.45454545454545453,0.0,1.7272727272727273,19.381371473336365,0.8007272727272727,2.8192789968636364e-05,170.0909090909091,1.8507999999999998
76.25,60.5,190.1738375,582.99,9.75,6.0,147.5,1.8025,2.0,0.0,7.5,12.75,22.25,0.0,0.0,0.0,1.25,1.25,26.86235632185,0.0,0.0,173.0,0.0
12.181818181818182,59.09090909090909,24.65564689090909,587.3327272727273,10.909090909090908,2.8181818181818183,113.27272727272727,2.0936363636363637,2.0,1.6363636363636365,0.0,0.0,3.6363636363636362,0.0,2.727272727272727,0.0,0.0,2.727272727272727,21.508522727272727,2.9259090909090912,0.0,210.9090909090909,2.6072999999999995
25.0,48.0,56.174925,583.6625,9.0,3.75,140.75,2.025,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,36.9315625,2.2325,0.0,177.0,1.9838999999999998
13.333333333333334,50.666666666666664,28.828799999999998,622.0866666666667,9.333333333333334,2.6666666666666665,108.66666666666667,2.106666666666667,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,12.2561111111,0.0,0.0,155.33333333333334,1.5631999999999997
17.09090909090909,59.36363636363637,37.62164689090909,569.6054545454546,10.909090909090908,3.090909090909091,118.45454545454545,2.08,2.0,1.6363636363636365,0.0,0.0,3.6363636363636362,0.0,2.727272727272727,0.0,0.0,2.727272727272727,25.997613636363635,2.9259090909090912,0.0,210.9090909090909,2.1584000000000003
11.777777777777779,82.77777777777777,27.209737777777775,581.7844444444444,2.0,2.0,68.0,2.002222222222222,1.3333333333333333,0.0,0.6666666666666666,1.5555555555555556,3.5555555555555554,0.6666666666666666,0.0,0.4444444444444444,0.0,1.1111111111111112,11.062222222222223,5.235333333333333,0.0,194.0,3.4486
11.6,69.2,23.23234,593.28,12.8,2.6,97.0,2.644,2.0,2.8,0.0,0.0,4.8,0.0,2.0,0.0,0.0,2.0,17.105,0.15460000000000002,0.0,97.6,4.8811
32.0,79.0,72.16999999999999,593.3399999999999,14.0,4.0,121.0,2.0999999999999996,2.0,2.0,10.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,19.94,0.3995,0.0,104.0,1.6143
41.0,84.25,97.568325,564.375,15.0,4.25,123.5,2.2075,2.0,3.0,5.0,3.5,13.5,0.0,3.0,0.0,0.0,3.0,27.510937499999997,1.101,0.0,125.0,1.5268999999999995
54.75,76.75,131.2388525,613.6375,13.5,5.25,154.5,2.2800000000000002,2.0,3.75,7.5,1.0,14.25,0.0,0.75,0.0,2.5,3.25,40.963750000000005,0.7965,0.0,96.5,2.0193
36.4,78.6,88.3862676,567.812,14.0,3.6,94.0,3.08,1.6,2.4,4.0,5.6,13.6,0.4,1.2,0.0,0.0,1.6,12.143,0.0,0.0,97.2,0.8886000000000001
30.0,59.2,69.17582,581.192,10.8,3.8,128.6,2.344,2.0,2.4,0.0,1.2,5.6,0.0,1.2,0.0,4.4,5.6,23.069374999999997,0.4404,0.0,96.4,3.0053
15.5,43.833333333333336,31.685375000000004,609.0133333333333,8.333333333333334,3.1666666666666665,127.75,1.9174999999999998,2.0,1.3333333333333333,0.8333333333333334,0.0,4.166666666666667,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,26.61010416666667,2.6820833333333334,0.0,198.66666666666666,0.8703000000000003
38.75,61.25,89.88225,563.4325,10.5,4.5,141.0,1.65,2.0,0.75,7.5,1.5,11.75,0.0,3.75,0.0,2.0,5.75,22.450625000000002,0.0,0.0,89.5,0.0
16.8,62.4,36.69704,631.08,10.8,3.0,110.6,2.5620000000000003,2.0,2.4,0.4,0.0,4.8,0.0,1.2,1.6,0.0,2.8,19.647,0.0,4.50666666666e-06,91.0,1.8583000000000003
10.380952380952381,60.142857142857146,21.861514285714286,579.8742857142857,10.285714285714286,2.4761904761904763,100.19047619047619,2.5190476190476194,1.8095238095238095,2.2857142857142856,0.47619047619047616,0.0,4.571428571428571,0.19047619047619047,1.1428571428571428,1.9047619047619047,0.0,3.238095238095238,12.337301587295238,0.0,5.365079365071429e-06,96.66666666666667,2.66
40.0,89.66666666666667,93.57648999999999,559.6633333333333,16.0,4.333333333333333,127.66666666666667,2.43,2.0,4.0,6.666666666666667,0.0,12.666666666666666,0.0,2.0,0.0,0.0,2.0,33.45395833333333,1.088,0.0,100.0,1.6748999999999996
56.25,41.5,139.62025,566.8325,7.0,5.0,147.5,1.5375,1.75,0.0,5.0,8.5,15.25,0.25,0.0,0.0,2.0,2.25,25.074626436775,0.0,0.0,181.75,0.0
27.333333333333332,51.666666666666664,59.84133333333333,573.6066666666667,9.333333333333334,4.0,140.0,1.54,2.0,0.6666666666666666,6.666666666666667,0.0,9.333333333333334,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,25.161666666666672,0.0,0.0,117.66666666666667,0.0
38.5,41.25,93.03070964,555.63,7.5,4.25,154.0,1.3825,1.5,1.0,5.0,3.5,11.0,0.5,2.0,0.0,0.0,2.5,29.23916666665,0.0,0.0,204.5,0.4767000000000001
16.5,62.5,35.18285,613.125,11.5,3.0,109.5,2.2725,2.0,2.0,2.5,0.0,6.5,0.0,2.5,0.0,0.0,2.5,22.578125,3.3142500000000004,0.0,209.5,3.0019
